record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,,,,KRS,UN,11320,VDHW,N56094680,E092321020,,N56094680,E092321020,E0030,00984,2,,,WGE,KRASNOYARSK,S,Simulation application continuation,UN,E0031,00984,72127,2501,SEEUD        KRS   UN111320VDHW N56094680E092321020    N56094680E092321020E0030009842     WGEKRASNOYARSK                   ,SEEUD        KRS   UN2S    UN                                             E003100984                                       
S,EEU,D,,,,,KRS,UT,11230,VDHW,N40022494,E053004018,,N40022494,E053004018,E0060,00300,2,,398,WGE,TURKMENBASHI,S,Simulation application continuation,UN,E0063,00300,72129,2206,SEEUD        KRS   UT111230VDHW N40022494E053004018    N40022494E053004018E0060003002  398WGETURKMENBASHI                  ,SEEUD        KRS   UT2S    UN                                             E006300300                                       
S,EEU,D,,,,,KSC,LZ,10820,VDU,N48405910,E021145340,,N48405910,E021145340,E0060,00787,2,,336,WGE,KOSICE,S,Simulation application continuation,UN,E0063,00787,72131,2310,SEEUD        KSC   LZ110820VDU  N48405910E021145340    N48405910E021145340E0060007872  336WGEKOSICE                        ,SEEUD        KSC   LZ2S    UN                                             E006300787                                       
S,EEU,D,,,,,KST,UA,11480,VDH,N53111300,E063334550,,N53111300,E063334550,E0130,00600,2,,,WGE,KOSTANAY,S,Simulation application continuation,UN,E0126,00600,72137,2210,SEEUD        KST   UA111480VDH  N53111300E063334550    N53111300E063334550E0130006002     WGEKOSTANAY                      ,SEEUD        KST   UA2S    UN                                             E012600600                                       
S,EEU,D,,,,,KTL,UL,11780,VDHW,N61141800,E046424800,,N61141800,E046424800,E0170,00197,2,,,WGE,KOTLAS,S,Simulation application continuation,UN,E0175,00197,72141,1904,SEEUD        KTL   UL111780VDHW N61141800E046424800    N61141800E046424800E0170001972     WGEKOTLAS                        ,SEEUD        KTL   UL2S    UN                                             E017500197                                       
S,EEU,D,,,,,KTN,UI,11290,VDHW,N52012780,E113182870,,N52012780,E113182870,W0080,02264,2,,476,WGE,KADALA (CHITA),S,Simulation application continuation,UN,W0093,,72145,1413,SEEUD        KTN   UI111290VDHW N52012780E113182870    N52012780E113182870W0080022642  476WGEKADALA (CHITA)                ,SEEUD        KTN   UI2S    UN                                             W0093                                            
S,EEU,D,,,,,KTS,UG,11360,VDHW,N42103260,E042290530,,N42103260,E042290530,E0070,00200,2,,299,WGE,KUTAISI,S,Simulation application continuation,UN,E0071,00200,72147,2206,SEEUD        KTS   UG111360VDHW N42103260E042290530    N42103260E042290530E0070002002  299WGEKUTAISI                       ,SEEUD        KTS   UG2S    UN                                             E007100200                                       
S,EEU,D,,,,,KTU,UA,11550,VDH,N53210270,E069370110,,N53210270,E069370110,E0110,00900,2,,,WGE,KOKSHETAU,S,Simulation application continuation,UU,E0118,00900,72149,1912,SEEUD        KTU   UA111550VDH  N53210270E069370110    N53210270E069370110E0110009002     WGEKOKSHETAU                     ,SEEUD        KTU   UA2S    UU                                             E011800900                                       
S,EEU,D,,,,,KUS,ZU,11370,VDHW,N31585400,E080073600,,N31585400,E080073600,E0010,14364,2,,546,WGE,ALI,S,Simulation application continuation,UN,E0017,14364,72159,2413,SEEUD        KUS   ZU111370VDHW N31585400E080073600    N31585400E080073600E0010143642  546WGEALI                           ,SEEUD        KUS   ZU2S    UN                                             E001714364                                       
S,EEU,D,,,,,KVH,UK,11490,VDHW,N48324050,E032173090,,N48324050,E032173090,E0070,00605,2,,453,WGE,KROPY,S,Simulation application continuation,UU,E0081,00605,72161,1806,SEEUD        KVH   UK111490VDHW N48324050E032173090    N48324050E032173090E0070006052  453WGEKROPY                         ,SEEUD        KVH   UK2S    UU                                             E008100605                                       
S,EEU,D,,,,,KWE,ZU,11430,VDHW,N26312400,E106474200,,N26312400,E106474200,W0020,03865,2,,592,WGE,GUIYANG,S,Simulation application continuation,UN,W0026,03865,72165,2012,SEEUD        KWE   ZU111430VDHW N26312400E106474200    N26312400E106474200W0020038652  592WGEGUIYANG                       ,SEEUD        KWE   ZU2S    UN                                             W002603865                                       
S,EEU,D,,,,,KWL,ZG,11490,VDHW,N25113600,E110021800,,N25113600,E110021800,W0020,00561,2,,,WGE,GUILIN,S,Simulation application continuation,UN,W0030,00561,72167,2301,SEEUD        KWL   ZG111490VDHW N25113600E110021800    N25113600E110021800W0020005612     WGEGUILIN                        ,SEEUD        KWL   ZG2S    UN                                             W003000561                                       
S,EEU,D,,,,,KYU,ZY,11490,VDHW,N42375400,E124002400,,N42375400,E124002400,W0090,00001,2,,323,WGE,KAIYUAN,S,Simulation application continuation,UN,W0100,,72171,1106,SEEUD        KYU   ZY111490VDHW N42375400E124002400    N42375400E124002400W0090000012  323WGEKAIYUAN                       ,SEEUD        KYU   ZY2S    UN                                             W0100                                            
S,EEU,D,,,,,KZN,UW,11270,VDUW,N55362010,E049162060,,N55362010,E049162060,E0140,00400,2,,,WGE,KAZAN,S,Simulation application continuation,UN,E0140,00400,72175,2307,SEEUD        KZN   UW111270VDUW N55362010E049162060    N55362010E049162060E0140004002     WGEKAZAN                         ,SEEUD        KZN   UW2S    UN                                             E014000400                                       
S,EEU,D,,,,,KZO,UA,11270,VDHW,N44414490,E065334930,,N44414490,E065334930,E0070,00500,2,,263,WGE,KYZYLORDA,S,Simulation application continuation,UN,E0075,00500,72177,2208,SEEUD        KZO   UA111270VDHW N44414490E065334930    N44414490E065334930E0070005002  263WGEKYZYLORDA                     ,SEEUD        KZO   UA2S    UN                                             E007500500                                       
S,EEU,D,,,,,LAW,EP,11580,VDH,N52252050,E016494860,,N52252050,E016494860,E0060,00300,2,,257,WGE,LAWICA (POZNAN),S,Simulation application continuation,UN,E0059,00300,72183,2412,SEEUD        LAW   EP111580VDH  N52252050E016494860    N52252050E016494860E0060003002  257WGELAWICA (POZNAN)               ,SEEUD        LAW   EP2S    UN                                             E005900300                                       
S,EEU,D,,,,,LBA,UT,10920,VDHW,N38544963,E063352158,,N38544963,E063352158,E0050,00600,2,,,WGE,TURKMENABAT,S,Simulation application continuation,UN,E0053,00600,72187,2205,SEEUD        LBA   UT110920VDHW N38544963E063352158    N38544963E063352158E0050006002     WGETURKMENABAT                   ,SEEUD        LBA   UT2S    UN                                             E005300600                                       
S,EEU,D,,,,,LBK,UT,10940,VDHW,N37480065,E065083544,,N37480065,E065083544,E0050,00847,2,,,WGE,KERKI,S,Simulation application continuation,UN,E0048,00847,72189,2112,SEEUD        LBK   UT110940VDHW N37480065E065083544    N37480065E065083544E0050008472     WGEKERKI                         ,SEEUD        LBK   UT2S    UN                                             E004800847                                       
S,EEU,D,,,,,LBN,EV,11290,VDL,N56462400,E026210800,,N56462400,E026210800,E0100,00300,1,,553,WGE,TRAKSHI,S,Simulation application continuation,UN,E0095,,72191,2505,SEEUD        LBN   EV111290VDL  N56462400E026210800    N56462400E026210800E0100003001  553WGETRAKSHI                       ,SEEUD        LBN   EV2S    UN                                             E0095                                            
S,EEU,D,,,,,LBN,US,11330,VDHW,N55182510,E061310350,,N55182510,E061310350,E0140,00800,2,,511,WGE,CHELYABINSK,S,Simulation application continuation,UN,E0142,00800,72193,2013,SEEUD        LBN   US111330VDHW N55182510E061310350    N55182510E061310350E0140008002  511WGECHELYABINSK                   ,SEEUD        LBN   US2S    UN                                             E014200800                                       
S,EEU,D,,,,,LBN,ZG,11370,VDHW,N23454800,E109084800,,N23454800,E109084800,W0020,00413,2,,514,WGE,LAIBIN,S,Simulation application continuation,UN,W0026,00413,72195,1708,SEEUD        LBN   ZG111370VDHW N23454800E109084800    N23454800E109084800W0020004132  514WGELAIBIN                        ,SEEUD        LBN   ZG2S    UN                                             W002600413                                       
S,EEU,D,,,,,LCZ,ZL,10900,VDHW,N34270600,E108473600,,N34270600,E108473600,W0030,01555,2,,,WGE,LONGZAOCUN,S,Simulation application continuation,UN,W0041,01555,72197,1710,SEEUD        LCZ   ZL110900VDHW N34270600E108473600    N34270600E108473600W0030015552     WGELONGZAOCUN                    ,SEEUD        LCZ   ZL2S    UN                                             W004101555                                       
S,EEU,D,,,,,LDN,UE,11480,VDHW,N58360000,E125235300,,N58360000,E125235300,W0150,02264,2,,,WGE,ALDAN,S,Simulation application continuation,UN,W0149,02264,72199,2502,SEEUD        LDN   UE111480VDHW N58360000E125235300    N58360000E125235300W0150022642     WGEALDAN                         ,SEEUD        LDN   UE2S    UN                                             W014902264                                       
S,EEU,D,,,,,LED,ZL,11220,VDHW,N36363000,E102291800,,N36363000,E102291800,W0020,10102,2,,,WGE,LEDU,S,Simulation application continuation,UY,W0025,10102,72201,1709,SEEUD        LED   ZL111220VDHW N36363000E102291800    N36363000E102291800W0020101022     WGELEDU                          ,SEEUD        LED   ZL2S    UY                                             W002510102                                       
S,EEU,D,,,,,LEP,EV,11695,VDH,N56304600,E021050510,,N56304600,E021050510,E0090,00100,2,,475,WGE,LIEPAJA,S,Simulation application continuation,UU,E0079,,72203,2311,SEEUD        LEP   EV111695VDH  N56304600E021050510    N56304600E021050510E0090001002  475WGELIEPAJA                       ,SEEUD        LEP   EV2S    UU                                             E0079                                            
S,EEU,D,,,,,LHT,ZB,11250,VDHW,N43244800,E112073600,,N43244800,E112073600,W0070,03327,2,,581,WGE,ERENHOT,S,Simulation application continuation,UY,W0069,03327,72207,2507,SEEUD        LHT   ZB111250VDHW N43244800E112073600    N43244800E112073600W0070033272  581WGEERENHOT                       ,SEEUD        LHT   ZB2S    UY                                             W006903327                                       
S,EEU,D,,,,,LIG,ZG,11240,VDHW,N27385400,E113310000,,N27385400,E113310000,W0030,00279,2,,421,WGE,LILING,S,Simulation application continuation,UN,W0041,00279,72209,1707,SEEUD        LIG   ZG111240VDHW N27385400E113310000    N27385400E113310000W0030002792  421WGELILING                        ,SEEUD        LIG   ZG2S    UN                                             W004100279                                       
S,EEU,D,,,,,LIN,ZG,11750,VDHW,N29211200,E111385400,,N29211200,E111385400,W0040,00354,2,,325,WGE,LINLI,S,Simulation application continuation,UN,W0040,00354,72213,2404,SEEUD        LIN   ZG111750VDHW N29211200E111385400    N29211200E111385400W0040003542  325WGELINLI                         ,SEEUD        LIN   ZG2S    UN                                             W004000354                                       
S,EEU,D,,,,,LIV,UK,11550,VDHW,N49484300,E023570500,,N49484300,E023570500,E0060,01094,2,,593,WGE,LVIV,S,Simulation application continuation,UN,E0070,01094,72215,1812,SEEUD        LIV   UK111550VDHW N49484300E023570500    N49484300E023570500E0060010942  593WGELVIV                          ,SEEUD        LIV   UK2S    UN                                             E007001094                                       
S,EEU,D,,,,,LJA,ZP,11370,VDHW,N26462400,E100162400,,N26462400,E100162400,W0010,07999,2,,484,WGE,LIJIANG,S,Simulation application continuation,UN,W0014,07999,72217,1906,SEEUD        LJA   ZP111370VDHW N26462400E100162400    N26462400E100162400W0010079992  484WGELIJIANG                       ,SEEUD        LJA   ZP2S    UN                                             W001407999                                       
S,EEU,D,,,,,LJB,ZY,11590,VDHW,N43462400,E125510600,,N43462400,E125510600,W0110,00653,2,,540,WGE,WANCHANG,S,Simulation application continuation,UN,W0106,00653,72219,2507,SEEUD        LJB   ZY111590VDHW N43462400E125510600    N43462400E125510600W0110006532  540WGEWANCHANG                      ,SEEUD        LJB   ZY2S    UN                                             W010600653                                       
S,EEU,D,,,,,LJG,ZS,11760,VDHW,N26131200,E119325400,,N26131200,E119325400,W0030,00500,2,,,WGE,LIANJIANG,S,Simulation application continuation,UN,W0050,,72221,1705,SEEUD        LJG   ZS111760VDHW N26131200E119325400    N26131200E119325400W0030005002     WGELIANJIANG                     ,SEEUD        LJG   ZS2S    UN                                             W0050                                            
S,EEU,D,,,,,LKN,UL,11695,VDHW,N64533200,E045433500,,N64533200,E045433500,E0190,00197,2,,,WGE,LESHUKONSKOYE,S,Simulation application continuation,UN,E0201,00197,72223,1904,SEEUD        LKN   UL111695VDHW N64533200E045433500    N64533200E045433500E0190001972     WGELESHUKONSKOYE                 ,SEEUD        LKN   UL2S    UN                                             E020100197                                       
S,EEU,D,,,,,LKO,ZH,11580,VDHW,N29542400,E113413000,,N29542400,E113413000,W0040,00250,2,,496,WGE,LONGKOU,S,Simulation application continuation,UN,W0046,,72225,1601,SEEUD        LKO   ZH111580VDHW N29542400E113413000    N29542400E113413000W0040002502  496WGELONGKOU                       ,SEEUD        LKO   ZH2S    UN                                             W0046                                            
S,EEU,D,,,,,LLC,ZG,11620,VDHW,N28040600,E112123000,,N28040600,E112123000,W0030,05000,2,,,WGE,LAOLIANGCANG,S,Simulation application continuation,UN,W0039,,72227,1601,SEEUD        LLC   ZG111620VDHW N28040600E112123000    N28040600E112123000W0030050002     WGELAOLIANGCANG                  ,SEEUD        LLC   ZG2S    UN                                             W0039                                            
